tag	name	vr	vm	is_retired
(0018,11C0)	Applied Mask Subtraction Flag	CS	1	false
(0018,11C1)	Requested Series Description Code Sequence	SQ	1	false
(0018,1200)	Date of Last Calibration	DA	1-n	false
(0018,1201)	Time of Last Calibration	TM	1-n	false
(0018,1202)	DateTime of Last Calibration	DT	1	false
(0018,1203)	Calibration DateTime	DT	1	false
(0018,1204)	Date of Manufacture	DA	1	false
(0018,1205)	Date of Installation	DA	1	false
(0018,1210)	Convolution Kernel	SH	1-n	false
(0018,1240)	Upper/Lower Pixel Values	IS	1-n	true
(0018,1242)	Actual Frame Duration	IS	1	false
(0018,1243)	Count Rate	IS	1	false
(0018,1244)	Preferred Playback Sequencing	US	1	false
(0018,1250)	Receive Coil Name	SH	1	false
(0018,1251)	Transmit Coil Name	SH	1	false
(0018,1260)	Plate Type	SH	1	false
(0018,1261)	Phosphor Type	LO	1	false
(0018,1271)	Water Equivalent Diameter	FD	1	false
(0018,1272)	Water Equivalent Diameter Calculation Method Code Sequence	SQ	1	false
(0018,1300)	Scan Velocity	DS	1	false
(0018,1301)	Whole Body Technique	CS	1-n	false
(0018,1302)	Scan Length	IS	1	false
(0018,1310)	Acquisition Matrix	US	4	false
(0018,1312)	In-plane Phase Encoding Direction	CS	1	false
(0018,1314)	Flip Angle	DS	1	false
(0018,1315)	Variable Flip Angle Flag	CS	1	false
(0018,1316)	SAR	DS	1	false
(0018,1318)	dB/dt	DS	1	false
(0018,1320)	B1rms	FL	1	false
(0018,1400)	Acquisition Device Processing Description	LO	1	false
(0018,1401)	Acquisition Device Processing Code	LO	1	false
(0018,1402)	Cassette Orientation	CS	1	false
(0018,1403)	Cassette Size	CS	1	false
(0018,1404)	Exposures on Plate	US	1	false
(0018,1405)	Relative X-Ray Exposure	IS	1	false
(0018,1411)	Exposure Index	DS	1	false
(0018,1412)	Target Exposure Index	DS	1	false
(0018,1413)	Deviation Index	DS	1	false
(0018,1450)	Column Angulation	DS	1	false
(0018,1460)	Tomo Layer Height	DS	1	false
(0018,1470)	Tomo Angle	DS	1	false
(0018,1480)	Tomo Time	DS	1	false
(0018,1490)	Tomo Type	CS	1	false
(0018,1491)	Tomo Class	CS	1	false
(0018,1495)	Number of Tomosynthesis Source Images	IS	1	false
(0018,1500)	Positioner Motion	CS	1	false
(0018,1508)	Positioner Type	CS	1	false
(0018,1510)	Positioner Primary Angle	DS	1	false
(0018,1511)	Positioner Secondary Angle	DS	1	false
(0018,1520)	Positioner Primary Angle Increment	DS	1-n	false
(0018,1521)	Positioner Secondary Angle Increment	DS	1-n	false
(0018,1530)	Detector Primary Angle	DS	1	false
(0018,1531)	Detector Secondary Angle	DS	1	false
(0018,1600)	Shutter Shape	CS	1-3	false
(0018,1602)	Shutter Left Vertical Edge	IS	1	false
(0018,1604)	Shutter Right Vertical Edge	IS	1	false
(0018,1606)	Shutter Upper Horizontal Edge	IS	1	false
(0018,1608)	Shutter Lower Horizontal Edge	IS	1	false
(0018,1610)	Center of Circular Shutter	IS	2	false
(0018,1612)	Radius of Circular Shutter	IS	1	false
(0018,1620)	Vertices of the Polygonal Shutter	IS	2-2n	false
(0018,1622)	Shutter Presentation Value	US	1	false
(0018,1623)	Shutter Overlay Group	US	1	false
(0018,1624)	Shutter Presentation Color CIELab Value	US	3	false
(0018,1630)	Outline Shape Type	CS	1	false
(0018,1631)	Outline Left Vertical Edge	FD	1	false
(0018,1632)	Outline Right Vertical Edge	FD	1	false
(0018,1633)	Outline Upper Horizontal Edge	FD	1	false
(0018,1634)	Outline Lower Horizontal Edge	FD	1	false
(0018,1635)	Center of Circular Outline	FD	2	false
(0018,1636)	Diameter of Circular Outline	FD	1	false
(0018,1637)	Number of Polygonal Vertices	UL	1	false
(0018,1638)	Vertices of the Polygonal Outline	OF	1	false
(0018,1700)	Collimator Shape	CS	1-3	false
(0018,1702)	Collimator Left Vertical Edge	IS	1	false
(0018,1704)	Collimator Right Vertical Edge	IS	1	false
(0018,1706)	Collimator Upper Horizontal Edge	IS	1	false
(0018,1708)	Collimator Lower Horizontal Edge	IS	1	false
(0018,1710)	Center of Circular Collimator	IS	2	false
(0018,1712)	Radius of Circular Collimator	IS	1	false
(0018,1720)	Vertices of the Polygonal Collimator	IS	2-2n	false
(0018,1800)	Acquisition Time Synchronized	CS	1	false
(0018,1801)	Time Source	SH	1	false
(0018,1802)	Time Distribution Protocol	CS	1	false
(0018,1803)	NTP Source Address	LO	1	false
(0018,2001)	Page Number Vector	IS	1-n	false
(0018,2002)	Frame Label Vector	SH	1-n	false
(0018,2003)	Frame Primary Angle Vector	DS	1-n	false
(0018,2004)	Frame Secondary Angle Vector	DS	1-n	false
(0018,2005)	Slice Location Vector	DS	1-n	false
(0018,2006)	Display Window Label Vector	SH	1-n	false
(0018,2010)	Nominal Scanned Pixel Spacing	DS	2	false
(0018,2020)	Digitizing Device Transport Direction	CS	1	false
(0018,2030)	Rotation of Scanned Film	DS	1	false
(0018,2041)	Biopsy Target Sequence	SQ	1	false
(0018,2042)	Target UID	UI	1	false
(0018,2043)	Localizing Cursor Position	FL	2	false
(0018,2044)	Calculated Target Position	FL	3	false
(0018,2045)	Target Label	SH	1	false
(0018,2046)	Displayed Z Value	FL	1	false
(0018,3100)	IVUS Acquisition	CS	1	false
(0018,3101)	IVUS Pullback Rate	DS	1	false
(0018,3102)	IVUS Gated Rate	DS	1	false
(0018,3103)	IVUS Pullback Start Frame Number	IS	1	false
(0018,3104)	IVUS Pullback Stop Frame Number	IS	1	false
(0018,3105)	Lesion Number	IS	1-n	false
(0018,4000)	Acquisition Comments	LT	1	true
(0018,5000)	Output Power	SH	1-n	false
(0018,5010)	Transducer Data	LO	1-n	false
(0018,5011)	Transducer Identification Sequence	SQ	1	false
(0018,5012)	Focus Depth	DS	1	false
(0018,5020)	Processing Function	LO	1	false
(0018,5021)	Postprocessing Function	LO	1	true
(0018,5022)	Mechanical Index	DS	1	false
(0018,5024)	Bone Thermal Index	DS	1	false
(0018,5026)	Cranial Thermal Index	DS	1	false
(0018,5027)	Soft Tissue Thermal Index	DS	1	false
(0018,5028)	Soft Tissue-focus Thermal Index	DS	1	false
(0018,5029)	Soft Tissue-surface Thermal Index	DS	1	false
(0018,5030)	Dynamic Range	DS	1	true
(0018,5040)	Total Gain	DS	1	true
(0018,5050)	Depth of Scan Field	IS	1	false
(0018,5100)	Patient Position	CS	1	false
(0018,5101)	View Position	CS	1	false
(0018,5104)	Projection Eponymous Name Code Sequence	SQ	1	false
(0018,5210)	Image Transformation Matrix	DS	6	true
(0018,5212)	Image Translation Vector	DS	3	true
(0018,6000)	Sensitivity	DS	1	false
(0018,6011)	Sequence of Ultrasound Regions	SQ	1	false
(0018,6012)	Region Spatial Format	US	1	false
(0018,6014)	Region Data Type	US	1	false
(0018,6016)	Region Flags	UL	1	false
(0018,6018)	Region Location Min X0	UL	1	false
(0018,601A)	Region Location Min Y0	UL	1	false
(0018,601C)	Region Location Max X1	UL	1	false
(0018,601E)	Region Location Max Y1	UL	1	false
(0018,6020)	Reference Pixel X0	SL	1	false
(0018,6022)	Reference Pixel Y0	SL	1	false
(0018,6024)	Physical Units X Direction	US	1	false
(0018,6026)	Physical Units Y Direction	US	1	false
(0018,6028)	Reference Pixel Physical Value X	FD	1	false
(0018,602A)	Reference Pixel Physical Value Y	FD	1	false
(0018,602C)	Physical Delta X	FD	1	false
(0018,602E)	Physical Delta Y	FD	1	false
(0018,6030)	Transducer Frequency	UL	1	false
(0018,6031)	Transducer Type	CS	1	false
(0018,6032)	Pulse Repetition Frequency	UL	1	false
(0018,6034)	Doppler Correction Angle	FD	1	false
(0018,6036)	Steering Angle	FD	1	false
(0018,6038)	Doppler Sample Volume X Position (Retired)	UL	1	true
(0018,6039)	Doppler Sample Volume X Position	SL	1	false
(0018,603A)	Doppler Sample Volume Y Position (Retired)	UL	1	true
(0018,603B)	Doppler Sample Volume Y Position	SL	1	false
(0018,603C)	TM-Line Position X0 (Retired)	UL	1	true
(0018,603D)	TM-Line Position X0	SL	1	false
(0018,603E)	TM-Line Position Y0 (Retired)	UL	1	true
(0018,603F)	TM-Line Position Y0	SL	1	false
(0018,6040)	TM-Line Position X1 (Retired)	UL	1	true
(0018,6041)	TM-Line Position X1	SL	1	false
(0018,6042)	TM-Line Position Y1 (Retired)	UL	1	true
(0018,6043)	TM-Line Position Y1	SL	1	false
(0018,6044)	Pixel Component Organization	US	1	false
(0018,6046)	Pixel Component Mask	UL	1	false
(0018,6048)	Pixel Component Range Start	UL	1	false
(0018,604A)	Pixel Component Range Stop	UL	1	false
(0018,604C)	Pixel Component Physical Units	US	1	false
(0018,604E)	Pixel Component Data Type	US	1	false
(0018,6050)	Number of Table Break Points	UL	1	false
(0018,6052)	Table of X Break Points	UL	1-n	false
(0018,6054)	Table of Y Break Points	FD	1-n	false
(0018,6056)	Number of Table Entries	UL	1	false
(0018,6058)	Table of Pixel Values	UL	1-n	false
(0018,605A)	Table of Parameter Values	FL	1-n	false
(0018,6060)	R Wave Time Vector	FL	1-n	false
(0018,6070)	Active Image Area Overlay Group	US	1	false
(0018,7000)	Detector Conditions Nominal Flag	CS	1	false
(0018,7001)	Detector Temperature	DS	1	false
(0018,7004)	Detector Type	CS	1	false
(0018,7005)	Detector Configuration	CS	1	false
(0018,7006)	Detector Description	LT	1	false
(0018,7008)	Detector Mode	LT	1	false
(0018,700A)	Detector ID	SH	1	false
(0018,700C)	Date of Last Detector Calibration	DA	1	false
(0018,700E)	Time of Last Detector Calibration	TM	1	false
(0018,7010)	Exposures on Detector Since Last Calibration	IS	1	false
(0018,7011)	Exposures on Detector Since Manufactured	IS	1	false
(0018,7012)	Detector Time Since Last Exposure	DS	1	false
(0018,7014)	Detector Active Time	DS	1	false
(0018,7016)	Detector Activation Offset From Exposure	DS	1	false
(0018,701A)	Detector Binning	DS	2	false
(0018,7020)	Detector Element Physical Size	DS	2	false
(0018,7022)	Detector Element Spacing	DS	2	false
(0018,7024)	Detector Active Shape	CS	1	false
(0018,7026)	Detector Active Dimension(s)	DS	1-2	false
(0018,7028)	Detector Active Origin	DS	2	false
(0018,702A)	Detector Manufacturer Name	LO	1	false
(0018,702B)	Detector Manufacturer&#x27;s Model Name	LO	1	false
(0018,7030)	Field of View Origin	DS	2	false
(0018,7032)	Field of View Rotation	DS	1	false
(0018,7034)	Field of View Horizontal Flip	CS	1	false
(0018,7036)	Pixel Data Area Origin Relative To FOV	FL	2	false
(0018,7038)	Pixel Data Area Rotation Angle Relative To FOV	FL	1	false
(0018,7040)	Grid Absorbing Material	LT	1	false
(0018,7041)	Grid Spacing Material	LT	1	false
(0018,7042)	Grid Thickness	DS	1	false
(0018,7044)	Grid Pitch	DS	1	false
(0018,7046)	Grid Aspect Ratio	IS	2	false
(0018,7048)	Grid Period	DS	1	false
(0018,704C)	Grid Focal Distance	DS	1	false
(0018,7050)	Filter Material	CS	1-n	false
(0018,7052)	Filter Thickness Minimum	DS	1-n	false
(0018,7054)	Filter Thickness Maximum	DS	1-n	false
(0018,7056)	Filter Beam Path Length Minimum	FL	1-n	false
(0018,7058)	Filter Beam Path Length Maximum	FL	1-n	false
(0018,7060)	Exposure Control Mode	CS	1	false
(0018,7062)	Exposure Control Mode Description	LT	1	false
(0018,7064)	Exposure Status	CS	1	false
(0018,7065)	Phototimer Setting	DS	1	false
(0018,8150)	Exposure Time in µS	DS	1	false
(0018,8151)	X-Ray Tube Current in µA	DS	1	false
(0018,9004)	Content Qualification	CS	1	false
(0018,9005)	Pulse Sequence Name	SH	1	false
(0018,9006)	MR Imaging Modifier Sequence	SQ	1	false
(0018,9008)	Echo Pulse Sequence	CS	1	false
(0018,9009)	Inversion Recovery	CS	1	false
(0018,9010)	Flow Compensation	CS	1	false
(0018,9011)	Multiple Spin Echo	CS	1	false
(0018,9012)	Multi-planar Excitation	CS	1	false
(0018,9014)	Phase Contrast	CS	1	false
(0018,9015)	Time of Flight Contrast	CS	1	false
(0018,9016)	Spoiling	CS	1	false
(0018,9017)	Steady State Pulse Sequence	CS	1	false
(0018,9018)	Echo Planar Pulse Sequence	CS	1	false
(0018,9019)	Tag Angle First Axis	FD	1	false
(0018,9020)	Magnetization Transfer	CS	1	false
(0018,9021)	T2 Preparation	CS	1	false
(0018,9022)	Blood Signal Nulling	CS	1	false
(0018,9024)	Saturation Recovery	CS	1	false
(0018,9025)	Spectrally Selected Suppression	CS	1	false
(0018,9026)	Spectrally Selected Excitation	CS	1	false
(0018,9027)	Spatial Pre-saturation	CS	1	false
(0018,9028)	Tagging	CS	1	false
(0018,9029)	Oversampling Phase	CS	1	false
(0018,9030)	Tag Spacing First Dimension	FD	1	false
(0018,9032)	Geometry of k-Space Traversal	CS	1	false
(0018,9033)	Segmented k-Space Traversal	CS	1	false
(0018,9034)	Rectilinear Phase Encode Reordering	CS	1	false
(0018,9035)	Tag Thickness	FD	1	false
(0018,9036)	Partial Fourier Direction	CS	1	false
(0018,9037)	Cardiac Synchronization Technique	CS	1	false
(0018,9041)	Receive Coil Manufacturer Name	LO	1	false
(0018,9042)	MR Receive Coil Sequence	SQ	1	false
(0018,9043)	Receive Coil Type	CS	1	false
(0018,9044)	Quadrature Receive Coil	CS	1	false
(0018,9045)	Multi-Coil Definition Sequence	SQ	1	false
(0018,9046)	Multi-Coil Configuration	LO	1	false
(0018,9047)	Multi-Coil Element Name	SH	1	false
(0018,9048)	Multi-Coil Element Used	CS	1	false
(0018,9049)	MR Transmit Coil Sequence	SQ	1	false
(0018,9050)	Transmit Coil Manufacturer Name	LO	1	false
(0018,9051)	Transmit Coil Type	CS	1	false
(0018,9052)	Spectral Width	FD	1-2	false
(0018,9053)	Chemical Shift Reference	FD	1-2	false
(0018,9054)	Volume Localization Technique	CS	1	false
(0018,9058)	MR Acquisition Frequency Encoding Steps	US	1	false
(0018,9059)	De-coupling	CS	1	false
(0018,9060)	De-coupled Nucleus	CS	1-2	false
(0018,9061)	De-coupling Frequency	FD	1-2	false
(0018,9062)	De-coupling Method	CS	1	false
(0018,9063)	De-coupling Chemical Shift Reference	FD	1-2	false
(0018,9064)	k-space Filtering	CS	1	false
(0018,9065)	Time Domain Filtering	CS	1-2	false
(0018,9066)	Number of Zero Fills	US	1-2	false
(0018,9067)	Baseline Correction	CS	1	false
(0018,9069)	Parallel Reduction Factor In-plane	FD	1	false
(0018,9070)	Cardiac R-R Interval Specified	FD	1	false
(0018,9073)	Acquisition Duration	FD	1	false
(0018,9074)	Frame Acquisition DateTime	DT	1	false
(0018,9075)	Diffusion Directionality	CS	1	false
(0018,9076)	Diffusion Gradient Direction Sequence	SQ	1	false
(0018,9077)	Parallel Acquisition	CS	1	false
(0018,9078)	Parallel Acquisition Technique	CS	1	false
(0018,9079)	Inversion Times	FD	1-n	false
(0018,9080)	Metabolite Map Description	ST	1	false
(0018,9081)	Partial Fourier	CS	1	false
(0018,9082)	Effective Echo Time	FD	1	false
(0018,9083)	Metabolite Map Code Sequence	SQ	1	false
(0018,9084)	Chemical Shift Sequence	SQ	1	false
(0018,9085)	Cardiac Signal Source	CS	1	false
(0018,9087)	Diffusion b-value	FD	1	false
(0018,9089)	Diffusion Gradient Orientation	FD	3	false
(0018,9090)	Velocity Encoding Direction	FD	3	false
(0018,9091)	Velocity Encoding Minimum Value	FD	1	false
(0018,9092)	Velocity Encoding Acquisition Sequence	SQ	1	false
(0018,9093)	Number of k-Space Trajectories	US	1	false
(0018,9094)	Coverage of k-Space	CS	1	false
(0018,9095)	Spectroscopy Acquisition Phase Rows	UL	1	false
(0018,9096)	Parallel Reduction Factor In-plane (Retired)	FD	1	true
(0018,9098)	Transmitter Frequency	FD	1-2	false
(0018,9100)	Resonant Nucleus	CS	1-2	false
(0018,9101)	Frequency Correction	CS	1	false
(0018,9103)	MR Spectroscopy FOV/Geometry Sequence	SQ	1	false
(0018,9104)	Slab Thickness	FD	1	false
(0018,9105)	Slab Orientation	FD	3	false
(0018,9106)	Mid Slab Position	FD	3	false
(0018,9107)	MR Spatial Saturation Sequence	SQ	1	false
(0018,9112)	MR Timing and Related Parameters Sequence	SQ	1	false
(0018,9114)	MR Echo Sequence	SQ	1	false
(0018,9115)	MR Modifier Sequence	SQ	1	false
(0018,9117)	MR Diffusion Sequence	SQ	1	false
(0018,9118)	Cardiac Synchronization Sequence	SQ	1	false
(0018,9119)	MR Averages Sequence	SQ	1	false
(0018,9125)	MR FOV/Geometry Sequence	SQ	1	false
(0018,9126)	Volume Localization Sequence	SQ	1	false
(0018,9127)	Spectroscopy Acquisition Data Columns	UL	1	false
(0018,9147)	Diffusion Anisotropy Type	CS	1	false
(0018,9151)	Frame Reference DateTime	DT	1	false
(0018,9152)	MR Metabolite Map Sequence	SQ	1	false
(0018,9155)	Parallel Reduction Factor out-of-plane	FD	1	false
(0018,9159)	Spectroscopy Acquisition Out-of-plane Phase Steps	UL	1	false
(0018,9166)	Bulk Motion Status	CS	1	true
(0018,9168)	Parallel Reduction Factor Second In-plane	FD	1	false
(0018,9169)	Cardiac Beat Rejection Technique	CS	1	false
(0018,9170)	Respiratory Motion Compensation Technique	CS	1	false
(0018,9171)	Respiratory Signal Source	CS	1	false
(0018,9172)	Bulk Motion Compensation Technique	CS	1	false
(0018,9173)	Bulk Motion Signal Source	CS	1	false
(0018,9174)	Applicable Safety Standard Agency	CS	1	false
(0018,9175)	Applicable Safety Standard Description	LO	1	false
(0018,9176)	Operating Mode Sequence	SQ	1	false
(0018,9177)	Operating Mode Type	CS	1	false
(0018,9178)	Operating Mode	CS	1	false
(0018,9179)	Specific Absorption Rate Definition	CS	1	false
(0018,9180)	Gradient Output Type	CS	1	false
(0018,9181)	Specific Absorption Rate Value	FD	1	false
(0018,9182)	Gradient Output	FD	1	false
(0018,9183)	Flow Compensation Direction	CS	1	false
(0018,9184)	Tagging Delay	FD	1	false
(0018,9185)	Respiratory Motion Compensation Technique Description	ST	1	false
(0018,9186)	Respiratory Signal Source ID	SH	1	false
(0018,9195)	Chemical Shift Minimum Integration Limit in Hz	FD	1	true
(0018,9196)	Chemical Shift Maximum Integration Limit in Hz	FD	1	true
(0018,9197)	MR Velocity Encoding Sequence	SQ	1	false
(0018,9198)	First Order Phase Correction	CS	1	false
(0018,9199)	Water Referenced Phase Correction	CS	1	false
(0018,9200)	MR Spectroscopy Acquisition Type	CS	1	false
(0018,9214)	Respiratory Cycle Position	CS	1	false
(0018,9217)	Velocity Encoding Maximum Value	FD	1	false
(0018,9218)	Tag Spacing Second Dimension	FD	1	false
(0018,9219)	Tag Angle Second Axis	SS	1	false
(0018,9220)	Frame Acquisition Duration	FD	1	false
(0018,9226)	MR Image Frame Type Sequence	SQ	1	false
(0018,9227)	MR Spectroscopy Frame Type Sequence	SQ	1	false
(0018,9231)	MR Acquisition Phase Encoding Steps in-plane	US	1	false
(0018,9232)	MR Acquisition Phase Encoding Steps out-of-plane	US	1	false
(0018,9234)	Spectroscopy Acquisition Phase Columns	UL	1	false
(0018,9236)	Cardiac Cycle Position	CS	1	false
(0018,9239)	Specific Absorption Rate Sequence	SQ	1	false
(0018,9240)	RF Echo Train Length	US	1	false
(0018,9241)	Gradient Echo Train Length	US	1	false
(0018,9250)	Arterial Spin Labeling Contrast	CS	1	false
(0018,9251)	MR Arterial Spin Labeling Sequence	SQ	1	false
(0018,9252)	ASL Technique Description	LO	1	false
(0018,9253)	ASL Slab Number	US	1	false
(0018,9254)	ASL Slab Thickness	FD	1	false
(0018,9255)	ASL Slab Orientation	FD	3	false
(0018,9256)	ASL Mid Slab Position	FD	3	false
(0018,9257)	ASL Context	CS	1	false
(0018,9258)	ASL Pulse Train Duration	UL	1	false
(0018,9259)	ASL Crusher Flag	CS	1	false
(0018,925A)	ASL Crusher Flow Limit	FD	1	false
(0018,925B)	ASL Crusher Description	LO	1	false
(0018,925C)	ASL Bolus Cut-off Flag	CS	1	false
(0018,925D)	ASL Bolus Cut-off Timing Sequence	SQ	1	false
(0018,925E)	ASL Bolus Cut-off Technique	LO	1	false
(0018,925F)	ASL Bolus Cut-off Delay Time	UL	1	false
(0018,9260)	ASL Slab Sequence	SQ	1	false
(0018,9295)	Chemical Shift Minimum Integration Limit in ppm	FD	1	false
(0018,9296)	Chemical Shift Maximum Integration Limit in ppm	FD	1	false
(0018,9297)	Water Reference Acquisition	CS	1	false
(0018,9298)	Echo Peak Position	IS	1	false
(0018,9301)	CT Acquisition Type Sequence	SQ	1	false
(0018,9302)	Acquisition Type	CS	1	false
(0018,9303)	Tube Angle	FD	1	false
(0018,9304)	CT Acquisition Details Sequence	SQ	1	false
(0018,9305)	Revolution Time	FD	1	false
(0018,9306)	Single Collimation Width	FD	1	false
(0018,9307)	Total Collimation Width	FD	1	false
(0018,9308)	CT Table Dynamics Sequence	SQ	1	false
(0018,9309)	Table Speed	FD	1	false
(0018,9310)	Table Feed per Rotation	FD	1	false
(0018,9311)	Spiral Pitch Factor	FD	1	false
(0018,9312)	CT Geometry Sequence	SQ	1	false
(0018,9313)	Data Collection Center (Patient)	FD	3	false
(0018,9314)	CT Reconstruction Sequence	SQ	1	false
(0018,9315)	Reconstruction Algorithm	CS	1	false
(0018,9316)	Convolution Kernel Group	CS	1	false
(0018,9317)	Reconstruction Field of View	FD	2	false
(0018,9318)	Reconstruction Target Center (Patient)	FD	3	false
(0018,9319)	Reconstruction Angle	FD	1	false
(0018,9320)	Image Filter	SH	1	false
(0018,9321)	CT Exposure Sequence	SQ	1	false
(0018,9322)	Reconstruction Pixel Spacing	FD	2	false
(0018,9323)	Exposure Modulation Type	CS	1-n	false
(0018,9324)	Estimated Dose Saving	FD	1	true
(0018,9325)	CT X-Ray Details Sequence	SQ	1	false
(0018,9326)	CT Position Sequence	SQ	1	false
(0018,9327)	Table Position	FD	1	false
(0018,9328)	Exposure Time in ms	FD	1	false
(0018,9329)	CT Image Frame Type Sequence	SQ	1	false
(0018,9330)	X-Ray Tube Current in mA	FD	1	false
(0018,9332)	Exposure in mAs	FD	1	false
(0018,9333)	Constant Volume Flag	CS	1	false
(0018,9334)	Fluoroscopy Flag	CS	1	false
(0018,9335)	Distance Source to Data Collection Center	FD	1	false
(0018,9337)	Contrast/Bolus Agent Number	US	1	false
(0018,9338)	Contrast/Bolus Ingredient Code Sequence	SQ	1	false
(0018,9340)	Contrast Administration Profile Sequence	SQ	1	false
(0018,9341)	Contrast/Bolus Usage Sequence	SQ	1	false
(0018,9342)	Contrast/Bolus Agent Administered	CS	1	false
(0018,9343)	Contrast/Bolus Agent Detected	CS	1	false
(0018,9344)	Contrast/Bolus Agent Phase	CS	1	false
(0018,9345)	CTDIvol	FD	1	false
(0018,9346)	CTDI Phantom Type Code Sequence	SQ	1	false
(0018,9351)	Calcium Scoring Mass Factor Patient	FL	1	false
(0018,9352)	Calcium Scoring Mass Factor Device	FL	3	false
(0018,9353)	Energy Weighting Factor	FL	1	false
(0018,9360)	CT Additional X-Ray Source Sequence	SQ	1	false
(0018,9361)	Multi-energy CT Acquisition	CS	1	false
(0018,9362)	Multi-energy CT Acquisition Sequence	SQ	1	false
(0018,9363)	Multi-energy CT Processing Sequence	SQ	1	false
(0018,9364)	Multi-energy CT Characteristics Sequence	SQ	1	false
(0018,9365)	Multi-energy CT X-Ray Source Sequence	SQ	1	false
(0018,9366)	X-Ray Source Index	US	1	false
(0018,9367)	X-Ray Source ID	UC	1	false
(0018,9368)	Multi-energy Source Technique	CS	1	false
(0018,9369)	Source Start DateTime	DT	1	false
(0018,936A)	Source End DateTime	DT	1	false
(0018,936B)	Switching Phase Number	US	1	false
(0018,936C)	Switching Phase Nominal Duration	DS	1	false
(0018,936D)	Switching Phase Transition Duration	DS	1	false
(0018,936E)	Effective Bin Energy	DS	1	false
(0018,936F)	Multi-energy CT X-Ray Detector Sequence	SQ	1	false
(0018,9370)	X-Ray Detector Index	US	1	false
(0018,9371)	X-Ray Detector ID	UC	1	false
(0018,9372)	Multi-energy Detector Type	CS	1	false
(0018,9373)	X-Ray Detector Label	ST	1	false
(0018,9374)	Nominal Max Energy	DS	1	false
(0018,9375)	Nominal Min Energy	DS	1	false
(0018,9376)	Referenced X-Ray Detector Index	US	1-n	false
(0018,9377)	Referenced X-Ray Source Index	US	1-n	false
(0018,9378)	Referenced Path Index	US	1-n	false
(0018,9379)	Multi-energy CT Path Sequence	SQ	1	false
(0018,937A)	Multi-energy CT Path Index	US	1	false
(0018,937B)	Multi-energy Acquisition Description	UT	1	false
(0018,937C)	Monoenergetic Energy Equivalent	FD	1	false
(0018,937D)	Material Code Sequence	SQ	1	false
(0018,937E)	Decomposition Method	CS	1	false
(0018,937F)	Decomposition Description	UT	1	false
(0018,9380)	Decomposition Algorithm Identification Sequence	SQ	1	false
(0018,9381)	Decomposition Material Sequence	SQ	1	false
(0018,9382)	Material Attenuation Sequence	SQ	1	false
(0018,9383)	Photon Energy	DS	1	false
(0018,9384)	X-Ray Mass Attenuation Coefficient	DS	1	false
(0018,9401)	Projection Pixel Calibration Sequence	SQ	1	false
(0018,9402)	Distance Source to Isocenter	FL	1	false
(0018,9403)	Distance Object to Table Top	FL	1	false
(0018,9404)	Object Pixel Spacing in Center of Beam	FL	2	false
(0018,9405)	Positioner Position Sequence	SQ	1	false
(0018,9406)	Table Position Sequence	SQ	1	false
(0018,9407)	Collimator Shape Sequence	SQ	1	false
(0018,9410)	Planes in Acquisition	CS	1	false
(0018,9412)	XA/XRF Frame Characteristics Sequence	SQ	1	false
(0018,9417)	Frame Acquisition Sequence	SQ	1	false
(0018,9420)	X-Ray Receptor Type	CS	1	false
(0018,9423)	Acquisition Protocol Name	LO	1	false
(0018,9424)	Acquisition Protocol Description	LT	1	false
(0018,9425)	Contrast/Bolus Ingredient Opaque	CS	1	false
(0018,9426)	Distance Receptor Plane to Detector Housing	FL	1	false
(0018,9427)	Intensifier Active Shape	CS	1	false
(0018,9428)	Intensifier Active Dimension(s)	FL	1-2	false
(0018,9429)	Physical Detector Size	FL	2	false
(0018,9430)	Position of Isocenter Projection	FL	2	false
(0018,9432)	Field of View Sequence	SQ	1	false
(0018,9433)	Field of View Description	LO	1	false
(0018,9434)	Exposure Control Sensing Regions Sequence	SQ	1	false
(0018,9435)	Exposure Control Sensing Region Shape	CS	1	false
(0018,9436)	Exposure Control Sensing Region Left Vertical Edge	SS	1	false
(0018,9437)	Exposure Control Sensing Region Right Vertical Edge	SS	1	false
(0018,9438)	Exposure Control Sensing Region Upper Horizontal Edge	SS	1	false
(0018,9439)	Exposure Control Sensing Region Lower Horizontal Edge	SS	1	false
(0018,9440)	Center of Circular Exposure Control Sensing Region	SS	2	false
(0018,9441)	Radius of Circular Exposure Control Sensing Region	US	1	false
(0018,9442)	Vertices of the Polygonal Exposure Control Sensing Region	SS	2-n	false
(0018,9447)	Column Angulation (Patient)	FL	1	false
(0018,9449)	Beam Angle	FL	1	false
(0018,9451)	Frame Detector Parameters Sequence	SQ	1	false
(0018,9452)	Calculated Anatomy Thickness	FL	1	false
(0018,9455)	Calibration Sequence	SQ	1	false
(0018,9456)	Object Thickness Sequence	SQ	1	false
(0018,9457)	Plane Identification	CS	1	false
(0018,9461)	Field of View Dimension(s) in Float	FL	1-2	false
(0018,9462)	Isocenter Reference System Sequence	SQ	1	false
(0018,9463)	Positioner Isocenter Primary Angle	FL	1	false
(0018,9464)	Positioner Isocenter Secondary Angle	FL	1	false
(0018,9465)	Positioner Isocenter Detector Rotation Angle	FL	1	false
(0018,9466)	Table X Position to Isocenter	FL	1	false
(0018,9467)	Table Y Position to Isocenter	FL	1	false
(0018,9468)	Table Z Position to Isocenter	FL	1	false
(0018,9469)	Table Horizontal Rotation Angle	FL	1	false
(0018,9470)	Table Head Tilt Angle	FL	1	false
